title,detail_title,company,company_name_full,salary_list,detail_salary,detail_location,detail_experience,tags,job_level,education_level,employment_type,desc_mota,desc_yeucau,desc_quyenloi,company_field,company_description,job_url,deadline,source_file,source_role,job_text
AI Engineer,AI Engineer,CÔNG TY CỔ PHẦN CMC OPENAI,CÔNG TY CỔ PHẦN CMC OPENAI,Thoả thuận,Thoả thuận,Hà Nội,3 năm,"AI Engineer, IT - Phần mềm",Nhân viên,Đại Học trở lên,Toàn thời gian,"Nghiên cứu, đánh giá và cập nhật liên tục các xu hướng, mô hình và kỹ thuật mới nhất trong lĩnh vực Natural Language Processing (NLP), Computer Vision (CV) và Generative AI , phục vụ các sản phẩm chuyển đổi số và hệ thống AI nội bộ. Thiết kế, phát triển và tối ưu hóa các Large Language Model (LLMs) và Multimodal Large Language Models (MLLMs) cho nhiều bài toán thực tế, bao gồm nhưng không giới hạn: Retrieval-Augmented Generation (RAG) Chatbot/Virtual Assistant Document Understanding, Information Extraction Text Classification, Summarization, Question Answering Xây dựng và tối ưu pipeline fine-tuning, instruction-tuning, preference tuning cho LLMs (SFT, LoRA/QLoRA, PEFT, RL). Làm việc với các mô hình mã nguồn mở và thương mại như LLaMA, DeepSeek, Qwen, Mistral , kết hợp với Vector Database để xây dựng hệ thống tìm kiếm ngữ nghĩa và RAG ở quy mô lớn. Thiết kế và tối ưu embedding pipelines , vector indexing, retrieval strategy (hybrid search, reranking). Đánh giá, phân tích và cải thiện hiệu suất mô hình theo các tiêu chí: Accuracy, latency, throughput, memory footprint Hallucination, factuality, robustness Phối hợp với các nhóm Backend, Data, DevOps để: Tích hợp mô hình AI vào hệ thống sản phẩm Triển khai mô hình ở môi trường production (on-premise hoặc cloud) Thực hiện tài liệu hóa kỹ thuật, báo cáo nghiên cứu và báo cáo tiến độ theo yêu cầu của ban quản lý. Phát triển và triển khai các hệ thống Speech AI , bao gồm: Automatic Speech Recognition (ASR) với Whisper, WhisperX, Wav2Vec2 Alignment, diarization và hậu xử lý dữ liệu âm thanh","Kiến thức & Kỹ năng chuyên môn Thành thạo các framework và thư viện học sâu: PyTorch (ưu tiên), TensorFlow Hugging Face (Transformers, Datasets, PEFT, Accelerate) Nắm vững các nền tảng và khái niệm cốt lõi của NLP hiện đại: Word / Sentence / Document Embeddings Transformer, Attention Mechanism Sequence-to-Sequence & Decoder-only Models Tokenization, context length, prompt engineering Có kinh nghiệm xử lý dữ liệu NLP quy mô lớn: Data cleaning, normalization, deduplication Dataset curation cho fine-tuning và evaluation Có kinh nghiệm thực tế với Vector Databases : Milvus, Weaviate, Chroma, FAISS Hiểu rõ embedding dimension, indexing strategy, recall–latency tradeoff Có kinh nghiệm làm việc với LLMs mã nguồn mở : LLaMA, Mixtral, DeepSeek, Qwen, Mistral hoặc tương đương Hiểu biết về các kỹ thuật tối ưu và triển khai mô hình: Quantization (INT8, INT4, FP8) Model parallelism, inference optimization vLLM, Triton, TensorRT-LLM Kỹ năng bổ trợ Có tư duy nghiên cứu, khả năng đọc – phân tích paper, benchmark và mã nguồn. Có kinh nghiệm triển khai mô hình trong môi trường production là một lợi thế: REST/gRPC API Docker, Kubernetes Có khả năng đọc hiểu và viết tài liệu kỹ thuật bằng tiếng Anh . Phẩm chất cá nhân Tinh thần chủ động, ham học hỏi và sẵn sàng cập nhật công nghệ mới. Khả năng làm việc độc lập và phối hợp nhóm tốt. Tư duy hệ thống, chú trọng chất lượng và khả năng mở rộng của giải pháp.","Thu nhập hấp dẫn theo năng lực Bảo hiểm sức khỏe và các chương trình, chế độ phúc lợi của Tập đoàn CMC (ngày nghỉ sinh nhật, thưởng các dịp lễ/tết/sinh nhật Tập đoàn,…) cùng các chế độ BHXH, BHYT,v.v theo quy định Pháp luật Thưởng hiệu quả công việc, đánh giá năng lực, review lương hàng năm Cơ hội học hỏi, tham gia đào tạo và phát triển bản thân tại một Tập đoàn công nghệ lớn hàng đầu Việt Nam, với lộ trình thăng tiến nghề nghiệp rõ ràng Môi trường làm việc trẻ trung, năng động, cởi mở, sáng tạo, đồng nghiệp vui vẻ và luôn được tạo cơ hội tiếp cận những công nghệ mới, tiên tiến nhất",IT - Phần mềm,"CMC OpenAI – Thành viên trẻ tuổi nhất của Tập đoàn Công nghệ CMC – nơi những con người Việt Nam đang không ngừng khai phá giới hạn của công nghệ, xây dựng nên một thế hệ trí tuệ nhân tạo mở, minh bạch và hướng đến con người. CMC OpenAI tiên phong phát triển các sản phẩm trong lĩnh vực trí tuệ nhân tạo, hướng tới trở thành nền tảng AI mở và an toàn do Việt Nam xây dựng, phát triển. Chúng tôi trân trọng sự khác biệt của từng cá nhân – và tin rằng sự đa dạng trong tư duy là cốt lõi của sáng tạo. Hãy trở thành một mảnh ghép của CMC OpenAI để cùng mở ra hành trình bước vào kỷ nguyên AI toàn diện, ghi dấu những sản phẩm Make in Viet Nam trên bản đồ AI thế giới. Xem thêm Thu gọn",https://www.topcv.vn/viec-lam/ai-engineer/2053086.html?ta_source=JobSearchList_LinkDetail&u_sr_id=UbNRztNqbuIPY4vJBxuFa7KO7DIP1mYcK1F3YLXj_1772870889,02/03/2027,topcv_ai_engineer_2026-03-07.csv,AI Engineer,"Role: AI Engineer
Title: AI Engineer
Detail title: AI Engineer
Company: CÔNG TY CỔ PHẦN CMC OPENAI
Location: Hà Nội
Experience: 3 năm
Salary: Thoả thuận
Tags: AI Engineer, IT - Phần mềm
Job level: Nhân viên
Education: Đại Học trở lên
Employment type: Toàn thời gian
Description: Nghiên cứu, đánh giá và cập nhật liên tục các xu hướng, mô hình và kỹ thuật mới nhất trong lĩnh vực Natural Language Processing (NLP), Computer Vision (CV) và Generative AI , phục vụ các sản phẩm chuyển đổi số và hệ thống AI nội bộ. Thiết kế, phát triển và tối ưu hóa các Large Language Model (LLMs) và Multimodal Large Language Models (MLLMs) cho nhiều bài toán thực tế, bao gồm nhưng không giới hạn: Retrieval-Augmented Generation (RAG) Chatbot/Virtual Assistant Document Understanding, Information Extraction Text Classification, Summarization, Question Answering Xây dựng và tối ưu pipeline fine-tuning, instruction-tuning, preference tuning cho LLMs (SFT, LoRA/QLoRA, PEFT, RL). Làm việc với các mô hình mã nguồn mở và thương mại như LLaMA, DeepSeek, Qwen, Mistral , kết hợp với Vector Database để xây dựng hệ thống tìm kiếm ngữ nghĩa và RAG ở quy mô lớn. Thiết kế và tối ưu embedding pipelines , vector indexing, retrieval strategy (hybrid search, reranking). Đánh giá, phân tích và cải thiện hiệu suất mô hình theo các tiêu chí: Accuracy, latency, throughput, memory footprint Hallucination, factuality, robustness Phối hợp với các nhóm Backend, Data, DevOps để: Tích hợp mô hình AI vào hệ thống sản phẩm Triển khai mô hình ở môi trường production (on-premise hoặc cloud) Thực hiện tài liệu hóa kỹ thuật, báo cáo nghiên cứu và báo cáo tiến độ theo yêu cầu của ban quản lý. Phát triển và triển khai các hệ thống Speech AI , bao gồm: Automatic Speech Recognition (ASR) với Whisper, WhisperX, Wav2Vec2 Alignment, diarization và hậu xử lý dữ liệu âm thanh
Requirements: Kiến thức & Kỹ năng chuyên môn Thành thạo các framework và thư viện học sâu: PyTorch (ưu tiên), TensorFlow Hugging Face (Transformers, Datasets, PEFT, Accelerate) Nắm vững các nền tảng và khái niệm cốt lõi của NLP hiện đại: Word / Sentence / Document Embeddings Transformer, Attention Mechanism Sequence-to-Sequence & Decoder-only Models Tokenization, context length, prompt engineering Có kinh nghiệm xử lý dữ liệu NLP quy mô lớn: Data cleaning, normalization, deduplication Dataset curation cho fine-tuning và evaluation Có kinh nghiệm thực tế với Vector Databases : Milvus, Weaviate, Chroma, FAISS Hiểu rõ embedding dimension, indexing strategy, recall–latency tradeoff Có kinh nghiệm làm việc với LLMs mã nguồn mở : LLaMA, Mixtral, DeepSeek, Qwen, Mistral hoặc tương đương Hiểu biết về các kỹ thuật tối ưu và triển khai mô hình: Quantization (INT8, INT4, FP8) Model parallelism, inference optimization vLLM, Triton, TensorRT-LLM Kỹ năng bổ trợ Có tư duy nghiên cứu, khả năng đọc – phân tích paper, benchmark và mã nguồn. Có kinh nghiệm triển khai mô hình trong môi trường production là một lợi thế: REST/gRPC API Docker, Kubernetes Có khả năng đọc hiểu và viết tài liệu kỹ thuật bằng tiếng Anh . Phẩm chất cá nhân Tinh thần chủ động, ham học hỏi và sẵn sàng cập nhật công nghệ mới. Khả năng làm việc độc lập và phối hợp nhóm tốt. Tư duy hệ thống, chú trọng chất lượng và khả năng mở rộng của giải pháp.
Benefits: Thu nhập hấp dẫn theo năng lực Bảo hiểm sức khỏe và các chương trình, chế độ phúc lợi của Tập đoàn CMC (ngày nghỉ sinh nhật, thưởng các dịp lễ/tết/sinh nhật Tập đoàn,…) cùng các chế độ BHXH, BHYT,v.v theo quy định Pháp luật Thưởng hiệu quả công việc, đánh giá năng lực, review lương hàng năm Cơ hội học hỏi, tham gia đào tạo và phát triển bản thân tại một Tập đoàn công nghệ lớn hàng đầu Việt Nam, với lộ trình thăng tiến nghề nghiệp rõ ràng Môi trường làm việc trẻ trung, năng động, cởi mở, sáng tạo, đồng nghiệp vui vẻ và luôn được tạo cơ hội tiếp cận những công nghệ mới, tiên tiến nhất
Company field: IT - Phần mềm
Company description: CMC OpenAI – Thành viên trẻ tuổi nhất của Tập đoàn Công nghệ CMC – nơi những con người Việt Nam đang không ngừng khai phá giới hạn của công nghệ, xây dựng nên một thế hệ trí tuệ nhân tạo mở, minh bạch và hướng đến con người. CMC OpenAI tiên phong phát triển các sản phẩm trong lĩnh vực trí tuệ nhân tạo, hướng tới trở thành nền tảng AI mở và an toàn do Việt Nam xây dựng, phát triển. Chúng tôi trân trọng sự khác biệt của từng cá nhân – và tin rằng sự đa dạng trong tư duy là cốt lõi của sáng tạo. Hãy trở thành một mảnh ghép của CMC OpenAI để cùng mở ra hành trình bước vào kỷ nguyên AI toàn diện, ghi dấu những sản phẩm Make in Viet Nam trên bản đồ AI thế giới. Xem thêm Thu gọn"
Nhân Viên Media Có Kinh Nghiệm Quay Chụp Và Ứng Dụng AI - Công Ty Thương Mại Điện Tử (E-Commerce) - Đi Làm Ngay,Nhân Viên Media Có Kinh Nghiệm Quay Chụp Và Ứng Dụng AI - Công Ty Thương Mại Điện Tử (E-Commerce) - Đi Làm Ngay,CÔNG TY TNHH MIRACLE ECOMS,CÔNG TY TNHH MIRACLE ECOMS,Thoả thuận,Thoả thuận,Hà Nội,Dưới 1 năm,"TikTok Content, Thương mại điện tử",Nhân viên,Trung cấp trở lên,Toàn thời gian,"Quay video, làm video AI ngắn quảng bá sản phẩm. Chỉnh sửa video bằng CapCut để tạo nội dung bắt mắt, hợp xu hướng TikTok, Facebook. Đề xuất ý tưởng video quảng cáo mới mỗi ngày, phù hợp với Gen Z và thị trường quốc tế. Làm việc tại văn phòng và kết hợp remote (khi cần quay nội dung ngoài trời) Theo dõi hiệu suất video (lượt xem, tương tác, chia sẻ) và đề xuất cải tiến nội dung. Nghiên cứu xu hướng TikTok và thuật toán để tối ưu hóa video. Phối hợp với các bộ phận liên quan để hoàn thiện sản phẩm và đưa ra ngoài thị trường thông qua kênh Tiktok. Support hỗ trợ các công việc có liên quan.","Ưu tiên ứng viên có kinh nghiệm làm video AI, thích làm AI Yêu cầu 6 tháng kinh nghiệm ở vị trí tương đương Ứng viên sinh năm 1999 - 2004 Yêu thích Tiktok và sáng tạo Video Tư duy sáng tạo, khả năng tự học, tinh thần trách nhiệm, chủ động. Có Laptop làm việc","Thu nhập: Lương cứng 8.000.000 - 10.000.000 VNĐ (tùy năng lực) + Thưởng KPI Phụ cấp ăn trưa 600.000/tháng, 300.000 chuyên cần Lương tháng 13 Đóng BHXH Thưởng nghỉ lễ, Tết, team building và du lịch hàng năm Môi trường gen Z vui vẻ, không toxic, văn hóa làm việc hết mình chơi hết sức, có lộ trình thăng tiến rõ ràng Làm việc tại Building đẹp, cafe hoa quả miễn phí.",Thương mại điện tử,"MIRACLE ECOMS là công ty hoạt động trong lĩnh vực thương mại điện tử toàn cầu Cross-border Ecommerce được thành lập vào đầu năm 2023, chuyên xây dựng và phát triển các thương hiệu bán lẻ trực tuyến thông qua các mô hình hiện đại như Dropshipping, Print-on-Demand. Với sứ mệnh tạo ra những thương hiệu đột phá và mang giá trị thực đến khách hàng trên toàn thế giới, MIRACLE ECOMS không ngừng đổi mới, tối ưu hóa quy trình và ứng dụng công nghệ vào toàn bộ hệ thống vận hành. Địa chỉ: MV Building, 18A1 Lê Đức Thọ, Hà Nội Website : https://ecomsmiracle.com/ Panpage : https://web.facebook.com/share/18FoWvmXPL/?mibextid=wwXIfr&_rdc=1&_rdr Xem thêm Thu gọn",https://www.topcv.vn/viec-lam/nhan-vien-media-co-kinh-nghiem-quay-chup-va-ung-dung-ai-cong-ty-thuong-mai-dien-tu-e-commerce-di-lam-ngay/2053965.html?ta_source=JobSearchList_LinkDetail&u_sr_id=UbNRztNqbuIPY4vJBxuFa7KO7DIP1mYcK1F3YLXj_1772870889,02/04/2026,topcv_ai_engineer_2026-03-07.csv,AI Engineer,"Role: AI Engineer
Title: Nhân Viên Media Có Kinh Nghiệm Quay Chụp Và Ứng Dụng AI - Công Ty Thương Mại Điện Tử (E-Commerce) - Đi Làm Ngay
Detail title: Nhân Viên Media Có Kinh Nghiệm Quay Chụp Và Ứng Dụng AI - Công Ty Thương Mại Điện Tử (E-Commerce) - Đi Làm Ngay
Company: CÔNG TY TNHH MIRACLE ECOMS
Location: Hà Nội
Experience: Dưới 1 năm
Salary: Thoả thuận
Tags: TikTok Content, Thương mại điện tử
Job level: Nhân viên
Education: Trung cấp trở lên
Employment type: Toàn thời gian
Description: Quay video, làm video AI ngắn quảng bá sản phẩm. Chỉnh sửa video bằng CapCut để tạo nội dung bắt mắt, hợp xu hướng TikTok, Facebook. Đề xuất ý tưởng video quảng cáo mới mỗi ngày, phù hợp với Gen Z và thị trường quốc tế. Làm việc tại văn phòng và kết hợp remote (khi cần quay nội dung ngoài trời) Theo dõi hiệu suất video (lượt xem, tương tác, chia sẻ) và đề xuất cải tiến nội dung. Nghiên cứu xu hướng TikTok và thuật toán để tối ưu hóa video. Phối hợp với các bộ phận liên quan để hoàn thiện sản phẩm và đưa ra ngoài thị trường thông qua kênh Tiktok. Support hỗ trợ các công việc có liên quan.
Requirements: Ưu tiên ứng viên có kinh nghiệm làm video AI, thích làm AI Yêu cầu 6 tháng kinh nghiệm ở vị trí tương đương Ứng viên sinh năm 1999 - 2004 Yêu thích Tiktok và sáng tạo Video Tư duy sáng tạo, khả năng tự học, tinh thần trách nhiệm, chủ động. Có Laptop làm việc
Benefits: Thu nhập: Lương cứng 8.000.000 - 10.000.000 VNĐ (tùy năng lực) + Thưởng KPI Phụ cấp ăn trưa 600.000/tháng, 300.000 chuyên cần Lương tháng 13 Đóng BHXH Thưởng nghỉ lễ, Tết, team building và du lịch hàng năm Môi trường gen Z vui vẻ, không toxic, văn hóa làm việc hết mình chơi hết sức, có lộ trình thăng tiến rõ ràng Làm việc tại Building đẹp, cafe hoa quả miễn phí.
Company field: Thương mại điện tử
Company description: MIRACLE ECOMS là công ty hoạt động trong lĩnh vực thương mại điện tử toàn cầu Cross-border Ecommerce được thành lập vào đầu năm 2023, chuyên xây dựng và phát triển các thương hiệu bán lẻ trực tuyến thông qua các mô hình hiện đại như Dropshipping, Print-on-Demand. Với sứ mệnh tạo ra những thương hiệu đột phá và mang giá trị thực đến khách hàng trên toàn thế giới, MIRACLE ECOMS không ngừng đổi mới, tối ưu hóa quy trình và ứng dụng công nghệ vào toàn bộ hệ thống vận hành. Địa chỉ: MV Building, 18A1 Lê Đức Thọ, Hà Nội Website : https://ecomsmiracle.com/ Panpage : https://web.facebook.com/share/18FoWvmXPL/?mibextid=wwXIfr&_rdc=1&_rdr Xem thêm Thu gọn"
Machine Learning Engineer - 3 Năm Kinh Nghiệm - Thu Nhập Upto 60M - Tại Hà Nội,Machine Learning Engineer - 3 Năm Kinh Nghiệm - Thu Nhập Upto 60M - Tại Hà Nội,CÔNG TY CỔ PHẦN ICSP VIỆT NAM,CÔNG TY CỔ PHẦN ICSP VIỆT NAM,Tới 60 triệu,Tới 60 triệu,Hà Nội,3 năm,"AI Engineer, IT - Phần mềm",Nhân viên,Đại Học trở lên,Toàn thời gian,"Tham gia dự án chuyển đổi mô hình thử nghiệm thành dịch vụ sản xuất đáng tin cậy và bền vững Xây dựng và duy trì thư viện Python và API phục vụ các mô hình ML hiệu quả Hợp tác với nhóm web và mobile để tích hợp AI vào các sản phẩm hướng đến người dùng Hỗ trợ data và labelling workflows bằng cách xác định schemas, validation và tooling Đóng góp vào cơ sở hạ tầng giám sát, quản lý các phiên bản và đánh giá các mô hình ML","Tốt nghiệp Đại học hoặc chương trình tương đương chuyên ngành Công nghệ thông tin Có trên 3 năm kinh nghiệm với Python Có kinh nghiệm với Javascript là một lợi thế Có trên 2 năm kinh nghiệm sử dụng các hệ thống DevOps hiện đại (CI/CD, Docker) Có kinh nghiệm triển khai Backend services (cloud API, edge/on-device là một lợi thế) Quan tâm đến các hệ thống ML và sẵn sàng học hỏi các lĩnh vực mới như model evaluation, drift và retraining Ưu tiên có kinh nghiệm làm việc với ML, data pipelines hoặc model serving (không bắt buộc) Có thể sử dụng thư viện cốt lõi: Pandas, NumPy, OpenCV Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face Có thể sử dụng APIs: Flask, Pydantic, Gunicorn Có thể sử dụng versioning: MLflow, DVC Có thể sử dụng Prototyping và internal tools: Streamlit, Gradio Có thể sử dụng Tiếng Anh hoặc Tiếng Nhật là một lợi thế Có kỹ năng làm việc nhóm, kinh nghiệm quản lý nhóm Có tinh thần trách nhiệm cao với các nhiệm vụ được giao","Mức lương: up to 60M Có lương tháng 13 và thưởng tùy theo hiệu quả công việc Làm việc cho công ty IT Nhật, môi trường chuyên nghiệp, có chế độ phúc lợi tốt: Bảo hiểm y tế, bảo hiểm xã hội và đầy đủ các chế độ theo luật Khám sức khỏe, bảo hiểm sức khỏe hàng năm Có chế độ đi nghỉ hè hàng năm Có chế độ hỗ trợ training, học tập nâng cao năng lực Có career path rõ ràng, được đánh giá/ nghi nhận định kỳ Làm việc trong môi trường quốc tế, tham gia các dự án phát triển các hệ thống doanh nghiệp lớn và có nhiều cơ hội học hỏi phát triển nghề nghiệp Làm việc tại công ty 100% vốn Nhật. Công ty mẹ là ICSPartners Group của Nhật - một tập đoàn IT, thành lập từ năm 1980, hiện tại có văn phòng tại 8 thànhphố lớn của Nhật Được traininng, đào tạo nâng cao các kĩ năng chuyên ngành cũng như các kĩ năng mềm khác Có cơ hội được đi Nhật công tác làm việc trong tương lai",IT - Phần mềm,"ICSP Việt Nam là một công ty con của ICS Partners, được thành lập vào năm 2023 tại Việt Nam. Sứ mệnh của ICSP Việt Nam là mang đến cho khách hàng những giải pháp công nghệ hàng đầu và trải nghiệm tuyệt vời, giúp khách hàng nâng cao hiệu quả hoạt động kinh doanh. Với đội ngũ nhân viên trẻ trung, năng động, được đào tạo bài bản, công ty cam kết cung cấp các sản phẩm, dịch vụ công nghệ chất lượng cao, đáp ứng mọi nhu cầu của khách hàng. Xem thêm Thu gọn",https://www.topcv.vn/viec-lam/machine-learning-engineer-3-nam-kinh-nghiem-thu-nhap-upto-60m-tai-ha-noi/2062897.html?ta_source=JobSearchList_LinkDetail&u_sr_id=UbNRztNqbuIPY4vJBxuFa7KO7DIP1mYcK1F3YLXj_1772870889,06/04/2026,topcv_ai_engineer_2026-03-07.csv,AI Engineer,"Role: AI Engineer
Title: Machine Learning Engineer - 3 Năm Kinh Nghiệm - Thu Nhập Upto 60M - Tại Hà Nội
Detail title: Machine Learning Engineer - 3 Năm Kinh Nghiệm - Thu Nhập Upto 60M - Tại Hà Nội
Company: CÔNG TY CỔ PHẦN ICSP VIỆT NAM
Location: Hà Nội
Experience: 3 năm
Salary: Tới 60 triệu
Tags: AI Engineer, IT - Phần mềm
Job level: Nhân viên
Education: Đại Học trở lên
Employment type: Toàn thời gian
Description: Tham gia dự án chuyển đổi mô hình thử nghiệm thành dịch vụ sản xuất đáng tin cậy và bền vững Xây dựng và duy trì thư viện Python và API phục vụ các mô hình ML hiệu quả Hợp tác với nhóm web và mobile để tích hợp AI vào các sản phẩm hướng đến người dùng Hỗ trợ data và labelling workflows bằng cách xác định schemas, validation và tooling Đóng góp vào cơ sở hạ tầng giám sát, quản lý các phiên bản và đánh giá các mô hình ML
Requirements: Tốt nghiệp Đại học hoặc chương trình tương đương chuyên ngành Công nghệ thông tin Có trên 3 năm kinh nghiệm với Python Có kinh nghiệm với Javascript là một lợi thế Có trên 2 năm kinh nghiệm sử dụng các hệ thống DevOps hiện đại (CI/CD, Docker) Có kinh nghiệm triển khai Backend services (cloud API, edge/on-device là một lợi thế) Quan tâm đến các hệ thống ML và sẵn sàng học hỏi các lĩnh vực mới như model evaluation, drift và retraining Ưu tiên có kinh nghiệm làm việc với ML, data pipelines hoặc model serving (không bắt buộc) Có thể sử dụng thư viện cốt lõi: Pandas, NumPy, OpenCV Có thể sử dụng ML frameworks: PyTorch, Scikit-learn, Hugging Face Có thể sử dụng APIs: Flask, Pydantic, Gunicorn Có thể sử dụng versioning: MLflow, DVC Có thể sử dụng Prototyping và internal tools: Streamlit, Gradio Có thể sử dụng Tiếng Anh hoặc Tiếng Nhật là một lợi thế Có kỹ năng làm việc nhóm, kinh nghiệm quản lý nhóm Có tinh thần trách nhiệm cao với các nhiệm vụ được giao
Benefits: Mức lương: up to 60M Có lương tháng 13 và thưởng tùy theo hiệu quả công việc Làm việc cho công ty IT Nhật, môi trường chuyên nghiệp, có chế độ phúc lợi tốt: Bảo hiểm y tế, bảo hiểm xã hội và đầy đủ các chế độ theo luật Khám sức khỏe, bảo hiểm sức khỏe hàng năm Có chế độ đi nghỉ hè hàng năm Có chế độ hỗ trợ training, học tập nâng cao năng lực Có career path rõ ràng, được đánh giá/ nghi nhận định kỳ Làm việc trong môi trường quốc tế, tham gia các dự án phát triển các hệ thống doanh nghiệp lớn và có nhiều cơ hội học hỏi phát triển nghề nghiệp Làm việc tại công ty 100% vốn Nhật. Công ty mẹ là ICSPartners Group của Nhật - một tập đoàn IT, thành lập từ năm 1980, hiện tại có văn phòng tại 8 thànhphố lớn của Nhật Được traininng, đào tạo nâng cao các kĩ năng chuyên ngành cũng như các kĩ năng mềm khác Có cơ hội được đi Nhật công tác làm việc trong tương lai
Company field: IT - Phần mềm
Company description: ICSP Việt Nam là một công ty con của ICS Partners, được thành lập vào năm 2023 tại Việt Nam. Sứ mệnh của ICSP Việt Nam là mang đến cho khách hàng những giải pháp công nghệ hàng đầu và trải nghiệm tuyệt vời, giúp khách hàng nâng cao hiệu quả hoạt động kinh doanh. Với đội ngũ nhân viên trẻ trung, năng động, được đào tạo bài bản, công ty cam kết cung cấp các sản phẩm, dịch vụ công nghệ chất lượng cao, đáp ứng mọi nhu cầu của khách hàng. Xem thêm Thu gọn"
